cluster	gene
cluster:955	968
cluster:956	970
cluster:956	301132
cluster:956	21948
cluster:960	360643
cluster:960	217232
cluster:960	996
cluster:963	114483
cluster:963	12571
cluster:963	1021
cluster:966	1031
cluster:966	54238
cluster:966	12580
cluster:968	12591
cluster:968	1045
cluster:968	66019
cluster:970	105670
cluster:970	1102
cluster:970	290363
cluster:975	140583
cluster:975	1111
cluster:975	12649
cluster:976	12652
cluster:976	24258
cluster:976	1113
cluster:979	1147
cluster:979	309361
cluster:979	12675
cluster:980	12696
cluster:980	81825
cluster:980	1153
cluster:981	1155
cluster:981	66411
cluster:984	308015
cluster:984	23844
cluster:984	1179
cluster:985	26372
cluster:985	295586
cluster:985	1185
cluster:987	53405
cluster:987	224796
cluster:987	94272
cluster:989	16826
cluster:989	289664
cluster:989	9079
cluster:990	1207
cluster:990	65160
cluster:990	12729
cluster:992	59289
cluster:992	140473
cluster:992	1238
cluster:993	1258
cluster:993	83686
cluster:994	85257
cluster:994	12790
cluster:994	1261
cluster:995	65204
cluster:995	1264
cluster:995	12797
cluster:996	1316
cluster:996	23849
cluster:996	58954
cluster:997	25305
cluster:997	12854
cluster:997	1325
cluster:999	1362
cluster:999	25306
cluster:999	12874
cluster:1000	12740
cluster:1000	304407
cluster:1000	1364
cluster:1001	1365
cluster:1001	12739
cluster:1001	65130
cluster:1002	365466
cluster:1002	1369
cluster:1002	93721
cluster:1003	1389
cluster:1003	362453
cluster:1003	232430
cluster:1006	362273
cluster:1006	110750
cluster:1006	1434
cluster:1011	73720
cluster:1011	1474
cluster:1011	171096
cluster:1012	1477
cluster:1012	311670
cluster:1012	67337
cluster:1014	362178
cluster:1014	1479
cluster:1014	228410
cluster:1015	29382
cluster:1015	13016
cluster:1015	1487
cluster:1016	1489
cluster:1016	13019
cluster:1016	29201
cluster:1017	311163
cluster:1017	1500
cluster:1017	12388
cluster:1020	1519
cluster:1020	229445
cluster:1022	252929
cluster:1022	1522
cluster:1022	64138
cluster:1024	13052
cluster:1024	1525
cluster:1024	89843
cluster:1026	1601
cluster:1026	79128
cluster:1026	13132
cluster:1027	13135
cluster:1027	1603
cluster:1027	192275
cluster:1028	13139
cluster:1028	1606
cluster:1028	140866
cluster:1029	1608
cluster:1029	110197
cluster:1029	25666
cluster:1032	116483
cluster:1032	226414
cluster:1032	1615
cluster:1033	140926
cluster:1033	1616
cluster:1033	13163
cluster:1034	1618
cluster:1035	24309
cluster:1035	1628
cluster:1035	13170
cluster:1038	1652
cluster:1038	29318
cluster:1038	13202
cluster:1039	13211
cluster:1039	304859
cluster:1039	1660
cluster:1040	1665
cluster:1040	13204
cluster:1040	289693
cluster:1042	64191
cluster:1042	1717
cluster:1042	13360
cluster:1043	1723
cluster:1043	56749
cluster:1043	65156
cluster:1044	107585
cluster:1044	1735
cluster:1044	29475
cluster:1045	245474
cluster:1045	170944
cluster:1045	1736
cluster:1046	64053
cluster:1046	1740
cluster:1046	23859
cluster:1047	29495
cluster:1047	1742
cluster:1047	13385
cluster:1048	110082
cluster:1048	1767
cluster:1049	1769
cluster:1049	207117
cluster:1049	13417
cluster:1052	58511
cluster:1052	56629
cluster:1052	59296
cluster:1053	29489
cluster:1053	13424
cluster:1053	1778
cluster:1057	312477
cluster:1057	13448
cluster:1057	1796
cluster:1058	1798
cluster:1058	300668
cluster:1058	13478
cluster:1059	116905
cluster:1059	287523
cluster:1059	1801
cluster:1060	298452
cluster:1060	1802
cluster:1060	67728
cluster:1061	13495
cluster:1061	1819
cluster:1061	497915
cluster:1064	100910978
cluster:1064	100361383
cluster:1064	1842
cluster:1064	407800
cluster:1065	60587
cluster:1065	1846
cluster:1065	319520
cluster:1066	1852
cluster:1066	75590
cluster:1066	293847
cluster:1068	1889
cluster:1068	94204
cluster:1068	230857
cluster:1069	51798
cluster:1069	64526
cluster:1069	1891
cluster:1071	1901
cluster:1071	29733
cluster:1071	13609
cluster:1072	14745
cluster:1072	116744
cluster:1072	1902
cluster:1075	84358
cluster:1075	1943
cluster:1075	13637
cluster:1076	13643
cluster:1076	1949
cluster:1076	360546
cluster:1077	1951
cluster:1077	107934
cluster:1077	83466
cluster:1078	53883
cluster:1078	83465
cluster:1078	1952
cluster:1080	209354
cluster:1080	64514
cluster:1080	1967
cluster:1088	13730
cluster:1088	25314
cluster:1088	2012
cluster:1089	360468
cluster:1089	2013
cluster:1089	13731
cluster:1090	13732
cluster:1090	81505
cluster:1090	2014
cluster:1094	2033
cluster:1094	328572
cluster:1094	170915
cluster:1095	13819
cluster:1095	2034
cluster:1095	29452
cluster:1097	2069
cluster:1097	13874
cluster:1097	59325
cluster:1099	2091
cluster:1099	292747
cluster:1099	14113
cluster:1100	25149
cluster:1100	13983
cluster:1100	2100
cluster:1102	310803
cluster:1102	58193
cluster:1102	2135
cluster:1103	2137
cluster:1103	54616
cluster:1103	56819
cluster:1106	14080
cluster:1106	24360
cluster:1106	2168
cluster:1108	2172
cluster:1108	25440
cluster:1108	16204
cluster:1110	2196
cluster:1110	245827
cluster:1110	65048
cluster:1114	15227
cluster:1114	687536
cluster:1114	2294
cluster:1115	2295
cluster:1115	14238
cluster:1117	15223
cluster:1117	116557
cluster:1117	2302
cluster:1119	293860
cluster:1119	192176
cluster:1119	2316
cluster:1126	20378
cluster:1126	2487
cluster:1126	295691
cluster:1127	11495
cluster:1127	56806
cluster:1127	2515
cluster:1132	81657
cluster:1132	2550
cluster:1132	54393
cluster:1133	64828
cluster:1133	14421
cluster:1133	2583
cluster:1135	361438
cluster:1135	104346
cluster:1135	2622
cluster:1136	2628
cluster:1136	81660
cluster:1136	67092
cluster:1137	14467
cluster:1137	498174
cluster:1137	2631
cluster:1138	2637
cluster:1138	114500
cluster:1138	14472
cluster:1139	2646
cluster:1139	25658
cluster:1139	231103
cluster:1140	14533
cluster:1140	2647
cluster:1140	288785
cluster:1145	25136
cluster:1145	14586
cluster:1145	2675
cluster:1146	2676
cluster:1146	14587
cluster:1146	84422
cluster:1148	25283
cluster:1148	2729
cluster:1148	14629
cluster:1152	2822
cluster:1152	291132
cluster:1152	14756
cluster:1153	12766
cluster:1153	84475
cluster:1153	2833
cluster:1155	113919
cluster:1155	14780
cluster:1155	2880
cluster:1158	81673
cluster:1158	229906
cluster:1158	2959
cluster:1159	2966
cluster:1159	294693
cluster:1159	23894
cluster:1160	2967
cluster:1160	288651
cluster:1160	209357
cluster:1161	2972
cluster:1161	299347
cluster:1161	72308
cluster:1165	3036
cluster:1165	282821
cluster:1165	15116
cluster:1166	25723
cluster:1166	3060
cluster:1166	15171
cluster:1168	387285
cluster:1168	3062
cluster:1168	25605
cluster:1170	58947
cluster:1170	54426
cluster:1170	3083
cluster:1171	3091
cluster:1171	15251
cluster:1171	29560
cluster:1174	80846
cluster:1174	15388
cluster:1174	3191
cluster:1180	15507
cluster:1180	24471
cluster:1180	3315
cluster:1182	78908
cluster:1182	295325
cluster:1182	3321
cluster:1185	68572
cluster:1185	303673
cluster:1185	3396
cluster:1186	291023
cluster:1186	15904
cluster:1186	3400
cluster:1187	294091
cluster:1187	3433
cluster:1187	15958
cluster:1189	15959
cluster:1189	309526
cluster:1189	667370
cluster:1189	3437
cluster:1192	3487
cluster:1192	16010
cluster:1192	360622
cluster:1193	29817
cluster:1193	289560
cluster:1193	3490
cluster:1194	3491
cluster:1194	83476
cluster:1194	16007
cluster:1195	3547
cluster:1195	209268
cluster:1195	302822
cluster:1196	3587
cluster:1196	117539
cluster:1196	16154
cluster:1197	171334
cluster:1197	3595
cluster:1197	16162
cluster:1198	16164
cluster:1198	100360218
cluster:1198	252963
cluster:1198	3597
cluster:1199	3604
cluster:1199	21942
cluster:1199	500590
cluster:1200	16173
cluster:1200	3606
cluster:1200	29197
cluster:1201	63859
cluster:1201	66014
cluster:1201	3617
cluster:1203	3627
cluster:1203	245920
cluster:1203	15945
cluster:1204	65038
cluster:1204	3636
cluster:1204	16332
cluster:1205	16341
cluster:1205	3646
cluster:1205	299872
cluster:1207	3656
cluster:1207	108960
cluster:1207	362418
cluster:1208	54131
cluster:1208	292892
cluster:1208	3661
cluster:1212	25509
cluster:1212	18508
cluster:1212	5080
cluster:1213	16
cluster:1213	234734
cluster:1213	292023
cluster:1216	25618
cluster:1216	36
cluster:1216	66885
cluster:1217	53
cluster:1217	24162
cluster:1217	11432
cluster:1219	60353
cluster:1219	11451
cluster:1219	56
cluster:1221	11519
cluster:1221	24171
cluster:1221	119
cluster:1222	142
cluster:1222	11545
cluster:1222	25591
cluster:1223	156
cluster:1223	25238
cluster:1223	110355
cluster:1224	11622
cluster:1224	25690
cluster:1224	196
cluster:1225	197
cluster:1225	25373
cluster:1225	11625
cluster:1226	11629
cluster:1226	29427
cluster:1226	199
cluster:1227	204
cluster:1227	24184
cluster:1227	11637
cluster:1229	79559
cluster:1229	11658
cluster:1229	214
cluster:1231	29624
cluster:1231	11690
cluster:1231	241
cluster:1234	25377
cluster:1234	259
cluster:1234	11699
cluster:1235	11702
cluster:1235	262
cluster:1235	81640
cluster:1235	100041585
cluster:1238	313
cluster:1238	498757
cluster:1238	27052
cluster:1240	327
cluster:1240	24206
cluster:1240	235606
cluster:1241	328
cluster:1241	79116
cluster:1241	11792
cluster:1242	336
cluster:1242	25649
cluster:1242	11807
cluster:1243	25383
cluster:1243	11810
cluster:1243	339
cluster:1245	11425
cluster:1245	346
cluster:1245	680551
cluster:1246	25239
cluster:1246	11815
cluster:1246	347
cluster:1249	64363
cluster:1249	369
cluster:1249	11836
cluster:1250	300674
cluster:1250	372
cluster:1250	213827
cluster:1251	373
cluster:1251	81002
cluster:1251	81003
cluster:1252	29183
cluster:1252	374
cluster:1252	11839
cluster:1255	80981
cluster:1255	303559
cluster:1255	379
cluster:1256	382
cluster:1256	11845
cluster:1256	79121
cluster:1260	65142
cluster:1260	56327
cluster:1260	402
cluster:1261	405
cluster:1261	25242
cluster:1261	11863
cluster:1263	11889
cluster:1263	432
cluster:1263	24210
cluster:1264	50518
cluster:1264	434
cluster:1264	24152
cluster:1265	467
cluster:1265	11910
cluster:1265	25389
cluster:1266	11911
cluster:1266	79255
cluster:1266	468
cluster:1272	11957
cluster:1272	94271
cluster:1272	522
cluster:1273	506
cluster:1273	171374
cluster:1273	11947
cluster:1275	515
cluster:1275	100911417
cluster:1275	11950
cluster:1275	171375
cluster:1279	11966
cluster:1279	117596
cluster:1279	526
cluster:1281	299971
cluster:1281	528
cluster:1281	66335
cluster:1282	11973
cluster:1282	297566
cluster:1282	529
cluster:1283	539
cluster:1283	28080
cluster:1283	192241
cluster:1284	11992
cluster:1284	549
cluster:1284	361215
cluster:1286	12012
cluster:1286	29725
cluster:1286	570
cluster:1287	575
cluster:1287	362931
cluster:1287	107831
cluster:1288	313058
cluster:1288	230775
cluster:1288	576
cluster:1289	210933
cluster:1289	301309
cluster:1289	577
cluster:1290	12054
cluster:1290	9275
cluster:1291	81644
cluster:1291	611
cluster:1291	12057
cluster:1292	14962
cluster:1292	629
cluster:1292	294257
cluster:1293	12111
cluster:1293	25181
cluster:1293	633
cluster:1295	81508
cluster:1295	635
cluster:1295	12116
cluster:1297	12143
cluster:1297	364403
cluster:1297	640
cluster:1298	643
cluster:1298	12145
cluster:1298	29363
cluster:1300	12161
cluster:1300	654
cluster:1300	25644
cluster:1302	84492
cluster:1302	21682
cluster:1302	7006
cluster:1303	67065
cluster:1303	306012
cluster:1303	661
cluster:1307	12209
cluster:1307	260319
cluster:1307	680
cluster:1308	682
cluster:1308	25246
cluster:1308	12215
cluster:1309	12223
cluster:1309	64022
cluster:1309	685
cluster:1312	12231
cluster:1312	696
cluster:1312	306956
cluster:1313	312705
cluster:1313	50909
cluster:1313	715
cluster:1313	667277
cluster:1314	192262
cluster:1314	716
cluster:1314	317677
cluster:1314	50908
cluster:1318	12308
cluster:1318	117059
cluster:1318	794
cluster:1320	12311
cluster:1320	799
cluster:1320	116506
cluster:1323	81715
cluster:1323	819
cluster:1323	12328
cluster:1324	12330
cluster:1324	821
cluster:1324	29144
cluster:1326	29154
cluster:1326	824
cluster:1326	12334
cluster:1327	826
cluster:1327	12336
cluster:1327	100912380
cluster:1327	29156
cluster:1327	100911363
cluster:1328	27267
cluster:1328	833
cluster:1328	293638
cluster:1330	857
cluster:1330	12389
cluster:1330	25404
cluster:1331	861
cluster:1331	50662
cluster:1331	12394
cluster:1334	12443
cluster:1334	595
cluster:1334	58919
cluster:1335	899
cluster:1335	12449
cluster:1335	117524
cluster:1336	908
cluster:1336	288620
cluster:1336	12466
cluster:1337	12479
cluster:1337	25109
cluster:1337	912
cluster:1338	914
cluster:1338	12481
cluster:1338	497761
cluster:1341	930
cluster:1341	12478
cluster:1341	365367
cluster:1343	12490
cluster:1343	305081
cluster:1343	947
cluster:1345	25668
cluster:1345	12494
cluster:1345	952
cluster:1346	961
cluster:1346	29364
cluster:1346	16423
cluster:1347	245962
cluster:1347	962
cluster:1347	12506
cluster:1350	12517
cluster:1350	971
cluster:1350	313498
cluster:1352	362638
cluster:1352	100909857
cluster:1352	72269
cluster:1352	978
cluster:1354	64551
cluster:1354	989
cluster:1354	235072
cluster:1355	12530
cluster:1355	993
cluster:1355	171102
cluster:1356	307511
cluster:1356	12532
cluster:1356	995
cluster:1359	1003
cluster:1359	307618
cluster:1359	12562
cluster:1361	12552
cluster:1361	1009
cluster:1361	84407
cluster:1363	1022
cluster:1363	12572
cluster:1363	171150
cluster:1365	12583
cluster:1365	1036
cluster:1365	81718
cluster:1366	364883
cluster:1366	1044
cluster:1366	12590
cluster:1367	25410
cluster:1367	1053
cluster:1367	110794
cluster:1368	25301
cluster:1368	12611
cluster:1368	1054
cluster:1369	1058
cluster:1369	298850
cluster:1369	12615
cluster:1370	12616
cluster:1370	1059
cluster:1371	1060
cluster:1371	12617
cluster:1371	305270
cluster:1373	13032
cluster:1373	25423
cluster:1373	1075
cluster:1375	12653
cluster:1375	1114
cluster:1375	24259
cluster:1382	24854
cluster:1382	1191
cluster:1382	12759
cluster:1383	25680
cluster:1383	1208
cluster:1383	109791
cluster:1384	1211
cluster:1384	83800
cluster:1384	12757
cluster:1387	12775
cluster:1387	1236
cluster:1387	287673
cluster:1389	12802
cluster:1389	57302
cluster:1389	1269
cluster:1390	1284
cluster:1390	306628
cluster:1390	12827
cluster:1391	1291
cluster:1391	12833
cluster:1391	294337
cluster:1392	12834
cluster:1392	1292
cluster:1392	361821
cluster:1393	305104
cluster:1393	1297
cluster:1393	12839
cluster:1396	1306
cluster:1396	12819
cluster:1397	366474
cluster:1397	107581
cluster:1397	1307
cluster:1399	171135
cluster:1399	1317
cluster:1399	20529
cluster:1406	303393
cluster:1406	66142
cluster:1406	1349
cluster:1412	24240
cluster:1412	790
cluster:1412	69719
cluster:1413	1374
cluster:1413	12894
cluster:1413	25757
cluster:1415	12904
cluster:1415	1382
cluster:1418	1393
cluster:1418	29625
cluster:1418	12919
cluster:1420	29331
cluster:1420	1404
cluster:1420	12950
cluster:1422	64348
cluster:1422	12959
cluster:1422	1413
cluster:1423	1414
cluster:1423	12960
cluster:1423	25421
cluster:1424	117024
cluster:1424	1428
cluster:1424	12971
cluster:1426	12991
cluster:1426	1447
cluster:1426	29173
cluster:1431	1490
cluster:1431	14219
cluster:1431	64032
cluster:1432	24962
cluster:1432	107869
cluster:1432	1491
cluster:1433	1495
cluster:1433	12385
cluster:1433	307505
cluster:1434	84353
cluster:1434	12387
cluster:1434	1499
cluster:1444	1629
cluster:1444	13171
cluster:1444	29611
cluster:1447	13190
cluster:1447	290484
cluster:1447	1638
cluster:1448	1642
cluster:1448	64470
cluster:1448	13194
cluster:1449	13197
cluster:1449	1647
cluster:1449	25112
cluster:1453	288923
cluster:1453	1725
cluster:1453	330817
cluster:1455	143098
cluster:1455	75739
cluster:1455	307035
cluster:1456	1743
cluster:1456	299201
cluster:1456	78920
cluster:1458	56429
cluster:1458	1805
cluster:1461	13498
cluster:1461	100911672
cluster:1461	29515
cluster:1461	1822
cluster:1462	307563
cluster:1462	1825
cluster:1462	13507
cluster:1463	13510
cluster:1463	225256
cluster:1463	291755
cluster:1463	1828
cluster:1464	307562
cluster:1464	1829
cluster:1464	13511
cluster:1466	15200
cluster:1466	1839
cluster:1466	25433
cluster:1468	300980
cluster:1468	235584
cluster:1468	1849
cluster:1471	1874
cluster:1471	104394
cluster:1471	100360427
cluster:1472	1875
cluster:1472	116651
cluster:1472	13559
cluster:1473	313978
cluster:1473	1876
cluster:1473	50496
cluster:1474	72962
cluster:1474	315219
cluster:1474	1890
cluster:1476	24323
cluster:1476	1906
cluster:1476	13614
cluster:1477	13615
cluster:1477	1907
cluster:1477	24324
cluster:1478	24326
cluster:1478	1909
cluster:1478	13617
cluster:1480	1933
cluster:1480	55949
cluster:1480	363241
cluster:1482	116683
cluster:1482	13640
cluster:1482	1946
cluster:1483	13645
cluster:1483	1950
cluster:1483	25313
cluster:1485	25129
cluster:1485	13656
cluster:1485	1961
cluster:1486	171142
cluster:1486	74147
cluster:1486	1962
cluster:1487	303831
cluster:1487	1974
cluster:1487	13682
cluster:1490	208691
cluster:1490	56648
cluster:1490	310261
cluster:1492	304786
cluster:1492	2005
cluster:1492	13714
cluster:1493	2015
cluster:1493	316137
cluster:1493	13733
cluster:1496	13829
cluster:1496	361069
cluster:1496	2039
cluster:1501	292673
cluster:1501	13870
cluster:1501	2067
cluster:1503	2109
cluster:1503	292845
cluster:1503	110826
cluster:1504	18612
cluster:1504	360635
cluster:1504	2118
cluster:1506	2125
cluster:1506	14027
cluster:1506	303687
cluster:1507	2128
cluster:1507	14028
cluster:1508	14050
cluster:1508	313027
cluster:1508	2140
cluster:1510	25439
cluster:1510	2149
cluster:1510	14062
cluster:1511	14066
cluster:1511	25584
cluster:1511	2152
cluster:1512	2165
cluster:1512	14060
cluster:1514	282583
cluster:1514	14115
cluster:1514	2199
cluster:1515	14119
cluster:1515	2201
cluster:1515	689008
cluster:1516	25047
cluster:1516	2205
cluster:1516	14125
cluster:1517	14128
cluster:1517	2208
cluster:1517	171075
cluster:1518	14134
